"INCIDENT INFO","DESCRIPTION","START_DT","MODIFIED_DT","QUADRANT","Longitude","Latitude","Count","id","Point"
"Southbound 36 Street at 12 Avenue NE","Two vehicle incident. Blocking the right lane","2021/05/31 04:04:00 PM",,,"-113.9819455","51.06306672","1","2021-05-31T16:04:3951.063066724824104-113.98194547837397","POINT (-113.9819455 51.06306672)"
"Eastbound Anderson Road approaching Elbow Drive SW","Traffic incident.  Blocking the left lane","2021/05/31 03:48:00 PM",,,"-114.0869703","50.95031526","1","2021-05-31T15:48:2750.95031525541793-114.08697030826453","POINT (-114.0869703 50.95031526)"
"Macleod Trail and 194 Avenue SE","Two vehicle incident.  Blocking the EB and NB right lane","2021/05/31 12:40:00 PM",,,"-114.0436274","50.87572022","1","2021-05-31T12:40:3150.87572022043747-114.04362741059745","POINT (-114.0436274 50.87572022)"
"Southbound Deerfoot Trail at 32 Avenue NE","Stalled vehicle. Blocking the right shoulder","2021/05/31 10:50:00 AM",,,"-114.0375453","51.08489957","1","2021-05-31T10:50:4751.084899570451206-114.03754534353496","POINT (-114.0375453 51.08489957)"
"Southbound Deerfoot Trail at 32 Avenue NE","Stalled vehicle.","2021/05/31 10:50:00 AM",,,"-114.0374446","51.08475055","1","2021-05-31T10:50:4751.08475055400791-114.03744459875749","POINT (-114.0374446 51.08475055)"
"Northbound Deerfoot Trail at 24 Street SE","Traffic incident.","2021/05/31 09:04:00 AM",,,"-113.9992722","50.94790652","1","2021-05-31T09:04:2950.94790652136072-113.99927222765571","POINT (-113.9992722 50.94790652)"
"Southbound Deerfoot Trail at Stoney Trail NE","Traffic incident.  Blocking the right shoulder","2021/05/31 08:45:00 AM",,,"-114.001784","51.17003508","1","2021-05-31T08:45:4651.17003507810005-114.00178397288316","POINT (-114.001784 51.17003508)"
"Southbound 52 Street at 61 Avenue SE","Traffic incident. Blocking the left lane","2021/05/31 07:23:00 AM",,,"-113.9586397","50.99912935","1","2021-05-31T07:23:4450.999129352874434-113.9586397134992","POINT (-113.9586397 50.99912935)"
"Southland Drive and Haddon Road SW","Traffic signals are flashing red. Crew has been dispatched","2021/05/31 07:15:00 AM",,,"-114.0791975","50.9647106","1","2021-05-31T07:15:1650.96471059950201-114.07919749964105","POINT (-114.0791975 50.9647106)"
"Eastbound Stoney Trail and Sarcee Trail NW","Two vehicle incident. Blocking the left lane","2021/05/31 02:47:00 AM",,,"-114.1639649","51.15177171","1","2021-05-31T02:47:1751.15177170641924-114.16396485014351","POINT (-114.1639649 51.15177171)"
"Harvest Hills Boulevard and Country Hills Boulevard NE","Traffic incident.","2021/05/30 07:12:00 PM",,,"-114.0667795","51.15322777","1","2021-05-30T19:12:3951.1532277715988-114.06677948254001","POINT (-114.0667795 51.15322777)"
"Coventry Hills Boulevard and Coventry Drive NE","Traffic incident.","2021/05/30 05:30:00 PM",,,"-114.0525946","51.15731555","1","2021-05-30T17:30:3651.15731555182788-114.05259457491897","POINT (-114.0525946 51.15731555)"
"Panatella Wy and Panatella Gate NW","There is an incident involving a pedestrian- EMS Dispatched.","2021/05/30 05:28:00 PM",,,"-114.070449","51.16728025","1","2021-05-30T17:28:2451.16728025041499-114.07044900821623","POINT (-114.070449 51.16728025)"
"Westbound Country Hills Boulevard and 14 Street NE","Traffic incident. Blocking the right lane","2021/05/30 04:49:00 PM",,,"-114.0264088","51.15438634","1","2021-05-30T16:49:0251.15438633585067-114.02640876201697","POINT (-114.0264088 51.15438634)"
"Coventry Hills Boulevard and Coventry Drive NE","Traffic incident.","2021/05/30 03:55:00 PM",,,"-114.0525946","51.15731555","1","2021-05-30T15:55:5951.15731555182788-114.05259457491897","POINT (-114.0525946 51.15731555)"
"19 Street and 16 Avenue NE","Single vehicle incident. Blocking the WB right lane","2021/05/30 03:07:00 PM",,,"-114.0141134","51.06703694","1","2021-05-30T15:07:5151.067036939557816-114.01411339077603","POINT (-114.0141134 51.06703694)"
"45 Street and 17 Avenue SW","Traffic incident.","2021/05/30 02:41:00 PM",,,"-114.1528166","51.03780283","1","2021-05-30T14:41:4851.03780282754823-114.15281664930151","POINT (-114.1528166 51.03780283)"
"47 Street and 17 Avenue SE","Traffic incident.","2021/05/30 01:24:00 PM",,,"-113.9657581","51.03791552","1","2021-05-30T13:24:1351.037915518351824-113.96575812940382","POINT (-113.9657581 51.03791552)"
"Beddington Trail and Beddington Boulevard NE","Traffic incident.","2021/05/30 01:15:00 PM",,,"-114.0537888","51.12746303","1","2021-05-30T13:15:2951.127463031238655-114.05378883849275","POINT (-114.0537888 51.12746303)"
"Southbound Deerfoot Trail and Beddington Trail NE","Multi-vehicle incident.  Blocking the right lane","2021/05/30 12:44:00 PM",,,"-114.0461545","51.12216566","1","2021-05-30T12:44:3551.12216565969903-114.04615450151434","POINT (-114.0461545 51.12216566)"
"Eastbound Canyon Meadows Drive and Macleod Trail S","Two vehicle incident. Blocking the left lane","2021/05/30 11:24:00 AM",,,"-114.0698871","50.93157704","1","2021-05-30T11:24:0950.931577042207174-114.06988706274322","POINT (-114.0698871 50.93157704)"
"64 Avenue and Martindale Gate NE","Traffic signals are flashing red. Crews have been dispatched","2021/05/30 06:53:00 AM",,,"-113.9658076","51.11068085","1","2021-05-30T06:53:3651.11068085149915-113.96580763655531","POINT (-113.9658076 51.11068085)"
"Westbound Glenmore Trail and 69 Street SW","Traffic incident. Westbound Glenmore trail is closed at 69 Street","2021/05/29 09:49:00 PM",,,"-114.2069465","51.01846972","1","2021-05-29T21:49:4751.01846971834287-114.20694654708112","POINT (-114.2069465 51.01846972)"
"Glenmore Trail and 69 Street SW","Traffic incident.","2021/05/29 09:49:00 PM",,,"-114.1951615","51.01435838","1","2021-05-29T21:49:4751.01435837842185-114.19516149698065","POINT (-114.1951615 51.01435838)"
"Glenmore Trail and 69 Street SW","Traffic incident.","2021/05/29 09:49:00 PM",,,"-114.1965877","51.01353998","1","2021-05-29T21:49:4751.01353998429299-114.19658772992774","POINT (-114.1965877 51.01353998)"
"Westbound Glenmore Trail and 69 Street SW","Traffic incident. WB Glenmore trail is closed","2021/05/29 09:49:00 PM",,,"-114.2047077","51.01769191","1","2021-05-29T21:49:4751.01769190991939-114.20470774622096","POINT (-114.2047077 51.01769191)"
"Westbound McKnight Boulevard and Aviation Boulevard NE","Two vehicle incident. Blocking the right lane","2021/05/29 07:06:00 PM",,,"-114.0345785","51.09615455","1","2021-05-29T19:06:1651.09615455421359-114.03457853387062","POINT (-114.0345785 51.09615455)"
"Eastbound 16 Avenue and Deerfoot Trail NE","Two vehicle incident. Blocking the SB Deerfoot exit lane","2021/05/29 06:34:00 PM",,,"-114.0282605","51.06578741","1","2021-05-29T18:34:1151.06578741425458-114.02826054815475","POINT (-114.0282605 51.06578741)"
"Eastbound 16 Avenue and 19 Street NE","Single vehicle incident. Blocking the right lane","2021/05/29 06:10:00 PM",,,"-114.0128769","51.06687248","1","2021-05-29T18:10:4051.0668724809153-114.01287692536208","POINT (-114.0128769 51.06687248)"
"Eastbound Shawnessy Boulevard and Macleod Trail SE","Two vehicle incident. Blocking the right lane","2021/05/29 05:02:00 PM",,,"-114.0687936","50.9130286","1","2021-05-29T17:02:4850.91302860182712-114.0687936083434","POINT (-114.0687936 50.9130286)"
"Centre Avenue and 23 Street NE","There is an incident involving a cyclist- EMS Dispatched.","2021/05/29 04:51:00 PM",,,"-114.0040801","51.05244949","1","2021-05-29T16:51:5751.052449488901715-114.0040800728773","POINT (-114.0040801 51.05244949)"
"Northbound Deerfoot Trail Approaching 64 Avenue NE","Two vehicle incident. Blocking the right lane","2021/05/29 04:29:00 PM",,,"-114.045678","51.10349133","1","2021-05-29T16:29:4551.103491332258656-114.04567798516256","POINT (-114.045678 51.10349133)"
"Southland Drive and Bonaventure Drive SE","Two vehicle incident. Blocking the EB left turn lane, SB left lane, all NB lanes","2021/05/29 04:04:00 PM",,,"-114.0683197","50.96508533","1","2021-05-29T16:04:2850.96508533327023-114.06831966337141","POINT (-114.0683197 50.96508533)"
"36 Street and 4 Avenue NE","Traffic incident.","2021/05/29 02:46:00 PM",,,"-113.9824044","51.05533933","1","2021-05-29T14:46:4151.05533932933521-113.98240435719724","POINT (-113.9824044 51.05533933)"
"15 Street and Blackfoot Trail SE","Traffic incident.","2021/05/29 02:13:00 PM",,,"-114.024849","51.03559944","1","2021-05-29T14:13:2351.03559943749015-114.02484896275071","POINT (-114.024849 51.03559944)"
"Ranchlands Boulevard and John Laurie Boulevard NW","Traffic incident.","2021/05/29 01:42:00 PM",,,"-114.1795294","51.12406116","1","2021-05-29T13:42:0551.12406116076868-114.17952943187365","POINT (-114.1795294 51.12406116)"
"Northbound Macleod Trail and 162 Avenue SE","Traffic incident. Blocking the left lane on the exit ramp from NB Macleod","2021/05/29 01:24:00 PM",,,"-114.064594","50.90456472","1","2021-05-29T13:24:4250.90456472027248-114.06459400234223","POINT (-114.064594 50.90456472)"
"153 Avenue and Bannister Road SE","Traffic incident.","2021/05/29 12:43:00 PM",,,"-114.0664978","50.91520082","1","2021-05-29T12:43:3650.915200821699344-114.06649784297453","POINT (-114.0664978 50.91520082)"
"22 Avenue and 68 Street NE","Traffic incident.","2021/05/29 10:14:00 AM",,,"-113.9355557","51.07262124","1","2021-05-29T10:14:3051.07262123759827-113.93555573935917","POINT (-113.9355557 51.07262124)"
"Elbow Drive and Canterbury Drive SW","Traffic incident.","2021/05/29 06:47:00 AM",,,"-114.0861972","50.9416218","1","2021-05-29T06:47:3650.94162179776456-114.08619724491365","POINT (-114.0861972 50.9416218)"
"Symons Valley Road and 136 Avenue NW","Traffic incident.","2021/05/28 07:01:00 PM",,,"-114.1336137","51.1758838","1","2021-05-28T19:01:4551.175883798773796-114.13361370325993","POINT (-114.1336137 51.1758838)"
"12 Avenue at 1 Street SE","Traffic incident. Blocking the EB right lane","2021/05/28 05:52:00 PM",,,"-114.0608654","51.04135756","1","2021-05-28T17:52:3851.04135755573323-114.06086535469366","POINT (-114.0608654 51.04135756)"
"Northbound Crowchild Trail at 5 Avenue NW","Traffic incident.  Blocking the right lane","2021/05/28 05:34:00 PM",,,"-114.1184682","51.05721799","1","2021-05-28T17:34:1851.05721799348622-114.11846822706858","POINT (-114.1184682 51.05721799)"
"Northbound Crowchild Trail at 5 Avenue NW","Traffic incident. Blocking the centre lane","2021/05/28 05:34:00 PM",,,"-114.1179978","51.05723088","1","2021-05-28T17:34:1851.057230875110086-114.11799781765055","POINT (-114.1179978 51.05723088)"
"Northbound Deerfoot Trail SE on the Calf Robe Bridge","Multi-vehicle incident.  Blocking the left lanes","2021/05/28 04:33:00 PM",,,"-114.0174487","51.00830613","1","2021-05-28T16:33:4051.008306131803785-114.01744874211629","POINT (-114.0174487 51.00830613)"
"Northbound Deerfoot Trail SE on the Calf Robe Bridge","Multi-vehicle incident.   Blocking the left lane","2021/05/28 04:33:00 PM",,,"-114.0173483","51.0082905","1","2021-05-28T16:33:4051.00829050452921-114.01734827763157","POINT (-114.0173483 51.0082905)"
"Northbound Deerfoot Trail SE on the Calf Robe Bridge","Multi-vehicle incident. Blocking the left lane","2021/05/28 04:33:00 PM",,,"-114.016775","51.00833266","1","2021-05-28T16:33:4051.00833266044674-114.01677503746875","POINT (-114.016775 51.00833266)"
"Northbound Deerfoot Trail approaching 17 Avenue SE","Single vehicle incident. Blocking the left shoulder","2021/05/28 04:26:00 PM",,,"-113.9981918","51.02865407","1","2021-05-28T16:26:5351.02865406523165-113.9981918079484","POINT (-113.9981918 51.02865407)"
"Southbound Deerfoot Trail approaching Southland Drive SE","Multi-vehicle incident.  Blocking the left lane","2021/05/28 04:19:00 PM",,,"-114.036182","50.97023516","1","2021-05-28T16:19:1150.97023516237525-114.03618195870033","POINT (-114.036182 50.97023516)"
"Southbound Deerfoot Trail approaching Southland Drive SE","Multi-vehicle incident. Blocking the left shoulder","2021/05/28 04:19:00 PM",,,"-114.0362894","50.97039731","1","2021-05-28T16:19:1150.97039730590299-114.0362894380842","POINT (-114.0362894 50.97039731)"
"Westbound 114 Avenue at 56 Street SE","Traffic incident. Blocking the left lane","2021/05/28 02:05:00 PM",,,"-113.9519143","50.95035617","1","2021-05-28T14:05:4750.950356166561676-113.95191426139333","POINT (-113.9519143 50.95035617)"
"Southbound Deerfoot Trail approaching Stoney Trail NE","Traffic incident. Blocking the left lane","2021/05/28 01:51:00 PM",,,"-114.0016763","51.18207476","1","2021-05-28T13:51:4151.18207475723285-114.00167630716435","POINT (-114.0016763 51.18207476)"
"14 Street and 2 Avenue NW","Traffic incident.","2021/05/28 08:45:00 AM",,,"-114.0947035","51.05456837","1","2021-05-28T08:45:3451.05456836845187-114.09470349813613","POINT (-114.0947035 51.05456837)"
"Castelridge Blvd and 64 Avenue NE","Traffic signals are flashing red.","2021/05/28 05:06:00 AM",,,"-113.9654037","51.11056054","1","2021-05-28T05:06:2351.110560541324276-113.9654037193204","POINT (-113.9654037 51.11056054)"
"24 Street and Woodglen Rise SW","Traffic incident.","2021/05/27 11:21:00 PM",,,"-114.1174962","50.94631716","1","2021-05-27T23:21:2350.94631716353469-114.11749623562558","POINT (-114.1174962 50.94631716)"
"88 Avenue and Saddleland Drive NE","Traffic incident.","2021/05/27 07:45:00 PM",,,"-113.9409734","51.13245908","1","2021-05-27T19:45:0151.13245908343742-113.94097336998794","POINT (-113.9409734 51.13245908)"
"Temple Drive at 64 Street NE","There is an incident involving a cyclist- EMS Dispatched.","2021/05/27 07:28:00 PM",,,"-113.9426859","51.09262806","1","2021-05-27T19:28:5951.09262805718361-113.94268588454209","POINT (-113.9426859 51.09262806)"
"Northbound Deerfoot Trail at 24 Street SE","Traffic incident.","2021/05/27 05:40:00 PM",,,"-114.0110698","50.95081441","1","2021-05-27T17:40:0550.950814405214366-114.01106983195542","POINT (-114.0110698 50.95081441)"
"Northbound Crowchild Trail at 5 Avenue NW","Two vehicle incident. Blocking the NB right lanes. The road is closed EB and WB.","2021/05/27 05:32:00 PM",,,"-114.1184682","51.05721799","1","2021-05-27T17:32:4851.05721799348622-114.11846822706858","POINT (-114.1184682 51.05721799)"
"Northbound Crowchild Trail at 5 Avenue NW","Multi-vehicle incident.  Blocking the right lanes","2021/05/27 05:32:00 PM",,,"-114.1177834","51.057223","1","2021-05-27T17:32:4851.05722300061422-114.11778340265795","POINT (-114.1177834 51.057223)"
"Northbound Crowchild Trail at 5 Avenue NW","Multi-vehicle incident.   Blocking the right lanes. The lights are on flash.","2021/05/27 05:32:00 PM",,,"-114.1179475","51.05719712","1","2021-05-27T17:32:4851.057197124533936-114.11794752096344","POINT (-114.1179475 51.05719712)"
"Northbound Crowchild Trail at 5 Avenue NW","Two vehicle incident.  The road is closed NB, EB and WB","2021/05/27 05:32:00 PM",,,"-114.1178614","51.05720593","1","2021-05-27T17:32:4851.05720593144253-114.1178613859731","POINT (-114.1178614 51.05720593)"
"101 Street and Glenmore Trail SW","Traffic incident.","2021/05/27 04:57:00 PM",,,"-114.2338508","51.02108966","1","2021-05-27T16:57:4751.021089660753255-114.23385080277114","POINT (-114.2338508 51.02108966)"
"Eastbound Glenmore Trail approaching 18 Street SE","Traffic incident.  Blocking the right lanes","2021/05/27 04:27:00 PM",,,"-114.0239622","50.98590445","1","2021-05-27T16:27:3650.98590444649887-114.02396216963338","POINT (-114.0239622 50.98590445)"
"Eastbound Glenmore Trail approaching 18 Street SE","Traffic incident.   Blocking the right shoulder","2021/05/27 04:27:00 PM",,,"-114.0210774","50.98332339","1","2021-05-27T16:27:3650.98332339417775-114.02107744496308","POINT (-114.0210774 50.98332339)"
"Westbound 4 Avenue at 10 Street SW","Two vehicle incident. Blocking the right lane","2021/05/27 04:22:00 PM",,,"-114.0833867","51.05010676","1","2021-05-27T16:22:1451.05010675979538-114.08338669220483","POINT (-114.0833867 51.05010676)"
"Westbound 32 Avenue at 12 Street NE","Traffic incident. Blocking the left lane","2021/05/27 03:30:00 PM",,,"-114.0291591","51.08152652","1","2021-05-27T15:30:4251.08152652006994-114.02915913511458","POINT (-114.0291591 51.08152652)"
"Westbound Stoney Trail at Macleod Trail SW","Traffic incident. Blocking the right lane","2021/05/27 01:54:00 PM",,,"-114.0618591","50.89258025","1","2021-05-27T13:54:0550.89258024679006-114.06185911689306","POINT (-114.0618591 50.89258025)"
"94 Avenue and Bonaventure Drive SE","There is an incident involving a pedestrian- EMS Dispatched. The road is closed in all directions","2021/05/27 01:11:00 PM",,,"-114.0687682","50.96863426","1","2021-05-27T13:11:4650.96863426475751-114.06876821926379","POINT (-114.0687682 50.96863426)"
"Westbound Memorial Drive and 16 Street NW","Traffic incident. Blocking the right lane","2021/05/27 12:15:00 PM",,,"-114.0981666","51.04904195","1","2021-05-27T12:15:3951.04904195468856-114.09816658244387","POINT (-114.0981666 51.04904195)"
"Southbound 8 Street and 7 Avenue SW","Traffic incident. Blocking the right lane","2021/05/27 11:36:00 AM",,,"-114.081184","51.04700829","1","2021-05-27T11:36:3151.04700829230223-114.0811840285553","POINT (-114.081184 51.04700829)"
"Southbound Deerfoot Trail and Calf Robe Br SE","Stalled vehicle. Blocking the right lane","2021/05/27 09:27:00 AM",,,"-114.0188927","51.00837774","1","2021-05-27T09:27:2651.008377735678664-114.01889266844651","POINT (-114.0188927 51.00837774)"
"61 Avenue and 84 Street SE","Traffic incident.","2021/05/27 09:11:00 AM",,,"-113.9119122","50.99787106","1","2021-05-27T09:11:2550.9978710551369-113.9119122438406","POINT (-113.9119122 50.99787106)"
"16 Avenue and Service Road NW","Traffic signals work in progress.","2021/05/27 08:45:00 AM",,,"-114.1165237","51.06714935","1","2021-05-27T08:45:4651.06714935244265-114.1165236603731","POINT (-114.1165237 51.06714935)"
